"ID","TITULO","IMAGEN","TIPO","EPISODIOS","ESTADO","FECHA_ESTRENO","LICENCIA","ID_ESTUDIOS","SRC","ID_GENEROS","DURACION","DESCRIPCION"
"72","JoJo no Kimyou na Bouken: Adventure","https://cdn.myanimelist.net/images/anime/8/53147.jpg","OVA","7","Finished Airing","2000-05-25","None found","[3, 151, 110]","Manga","[1, 2, 9, 3, 5, 6]","30.0","Kujo Jotaro is a normal, popular Japanese high-schooler, until he thinks that he is possessed by a spirit, and locks himself in prison. After seeing his grandfather, Joseph Joestar, and fighting Joseph's friend Muhammad Abdul, Jotaro learns that the ""Spirit"" is actually Star Platinum, his Stand, or fighting energy given a semi-solid form. Later, his mother gains a Stand, and becomes sick. Jotaro learns that it is because the vampire Dio Brando has been revived 100 years after his defeat to Jonathan Joestar, Jotaro's great-great-grandfather. Jotaro decides to join Joseph and Abdul in a trip to Egypt to defeat Dio once and for all."
"73","Kaibutsu Oujo","https://cdn.myanimelist.net/images/anime/2/20946.jpg","TV","25","Finished Airing","2007-04-13","ADV Films, Sentai Filmworks","[152, 73, 153, 154, 17]","Manga","[1, 17, 12, 3, 5, 6]","24.0","When Hiro Hiyorimi tries to save a beautiful young woman from certain death, he ends up a dead hero himself! However, since the drop-dead girl is Hime, daughter of the King of the Monsters, his ""reward"" is to come back as a not-quite-living soldier in her honor guard of horror! That means helping fight off the army of supernatural monstrosities Hime's siblings are unleashing against her in hopes of moving up the ladder of succession.  And if facing off with vampires and zombies isn't bad enough, how can anyone be prepared for the REALLY weird ones, like were-sharks, pandas and killer dumplings? This sure as hell isn't the afterlife Hiro was hoping for, but the really sad part is that Hime is the good girl in all of this... or at least as close to good as you can come when you're on the wrong side of the gates of hell!  (Source: RightStuf)"
"74","Tsukuyomi: Moon Phase","https://cdn.myanimelist.net/images/anime/13/75255.jpg","TV","25","Finished Airing","2004-10-05","Funimation","[9]","Manga","[17, 10, 8, 5, 15]","24.0","Freelance photographer Kouhei Morioka is traveling to a castle in Germany to take photos of paranormal activity for his friend Hiromi Anzai, editor of an occult magazine. Upon entering the castle, he's confronted by a young girl in a white dress and cat ears who calls herself Hazuki. She takes a keen interest in Kouhei and offers him a kiss, but she instead reveals herself to be a vampire, sucks his blood, and turns him into her slave.  Much to Hazuki's dismay, however, Kouhei is unaffected by her bite. Hoping to escape the castle and her possessive butler Vigo, Hazuki instead forces Kouhei to help her. With the help of his powerful exorcist cousin Seiji Midou, the two make it out safely. Finally free, Hazuki flees to Japan in search of her mother. Not long after Kouhei returns home, he discovers Hazuki has nested in his home, where he reluctantly allows her to stay. Meanwhile, other vampires set out to find the missing Hazuki.  Equal parts gothic and adorable, Tsukuyomi: Moonphase is a charming and mystical story where two unlikely allies form a unique bond in an attempt to defy a society of immortals.  [Written by MAL Rewrite]"
"75","Vampire in the Garden","https://cdn.myanimelist.net/images/anime/1055/121956.jpg","ONA","5","Finished Airing","2022-05-16","None found","[65, 155, 12]","Original","[1, 10, 11, 5]","26.0","During a winter long ago, near-immortal vampires began plaguing the world. As their population grew at an astounding rate, they promptly threw humanity off its place at the top of the food chain. Desperate to avoid extinction, the surviving humans concentrated in their last safe haven—a small city surrounded by an enormous wall. There, they have waged war against the vampires for many years.  In the midst of a particularly brutal attack by the vampires, a human soldier named Momo encounters Fiine, the queen of their enemies. After seeing her try to save Momo's best friend from a rampaging vampire, Momo follows Fiine back to her house. It is there Momo connects with Fiine over their love for music and desire to escape the fighting.  Pursuing that goal of escape, the two decide to journey toward a supposed paradise where humans and vampires coexist—despite being uncertain of its existence. However, Momo and Fiine are being targeted by both races, who they must first evade if they hope to reach their destination in one piece.  [Written by MAL Rewrite]"
"76","Shiki Specials","https://cdn.myanimelist.net/images/anime/1041/133313.jpg","Special","2","Finished Airing","2011-05-25","Funimation","[7, 51]","Manga","[12, 7, 3, 14, 25, 5, 6]","23.0","As the epidemic terrorizes the quiet secluded village of Sotoba, three women have found themselves amidst the escalating crisis. Nao Yasumori is tormented by visions of the deceased; Kanami Yano must keep a secret at risk of losing a loved one; and Motoko Maeda goes through insurmountable grief as the mysterious illness spreads throughout her family.  With rising tensions testing the limits of family relationships, even the smallest of mistakes can easily sever the ties that bind .  [Written by MAL Rewrite]"
"77","JoJo no Kimyou na Bouken: Phantom Blood","https://cdn.myanimelist.net/images/anime/5/50055.jpg","Movie","1","Finished Airing","2007-02-17","None found","[48, 156, 3, 82, 5, 157, 27, 110]","Manga","[1, 2, 12, 5, 6]","1.0","An adaptation of the original five volume arc of the popular JoJo's Bizarre Adventure manga, covering the Phantom Blood chapters. Jonathan Joestar is an aristocratic boy whose life is suddenly turned upside down by a mysterious new boy who arrives, Dio Brando. Dio has a connection to his father, and over time, a rivalry forms as Dio becomes obsessed with a mysterious, ancient, and mystical stone mask that Jonathan's father keeps."
"78","Owari no Seraph: The Beginning of the End","https://cdn.myanimelist.net/images/anime/13/76490.jpg","Special","1","Finished Airing","2015-10-03","None found","[12]","Manga","[1, 9, 3, 5, 6]","24.0","Recap of 1st Season Aired Before Nagoya Kessen-hen."
"79","Yami no Matsuei","https://cdn.myanimelist.net/images/anime/1414/109717.jpg","TV","13","Finished Airing","2000-10-02","Central Park Media, Discotek Media","[158, 40, 96]","Manga","[37, 10, 12, 5, 24]","23.0","Even after death, life is full of paperwork and criminals. Tsuzuki Asato is a 26 year old, happy-go-lucky, and dorky shinigami (god of death) whose job is to makes sure that those who are dead remain dead and stay in their proper realms. Even though he's had this job for over 70 years, he is in the worst division with horrible pay. He also has a knack for not keeping partners (since shinigami work in pairs), but now he seems to have one that will stick around; stubborn, smart-mouthed, serious and defensive 16 year old, Kurosaki Hisoka. With each case they investigate, they come closer to the conspiracies of the serial killer Dr. Muraki Kazutaka. Tsuzuki's relationship with Hisoka is growing stronger and closer...but there is a dark past to how Tsuzuki died that will not give him peace.  (Source: ANN)"
"80","Keishichou Tokumubu Tokushu Kyouakuhan Taisakushitsu Dainanaka: Tokunana","https://cdn.myanimelist.net/images/anime/1556/111623.jpg","TV","12","Finished Airing","2019-10-06","Funimation","[67, 73, 159, 41, 160, 60, 75, 100, 104, 161, 162, 163]","Original","[1, 10, 7, 29, 5]","23.0","In Tokyo, there exists a peaceful cohabitation between supernatural creatures—elves, dwarves, vampires, and more—and humans. However, contrary to history, powerful dragons once ruled over this world of creatures and humans but have since disappeared. Consequently, a diabolical group under the alias ""Nine,"" who seek the miracles of the once godlike dragons, stirs up trouble in the streets of Tokyo, commiting mass murder and causing destruction. To combat the dangerous group of Nine, the police organize the Special 7—a group of highly skilled professionals whose abilities exceed those of ordinary humans.  Caught up in a bank robbery turned hostage crisis, Seiji Nanatsuki, having recently become a detective, has a chance encounter with Shiori Ichinose, a member of Special 7. Assisting with the resolution of the robbery, Seiji is recognized for his clear sense of justice and refreshing character, suddenly earning him a spot on the elite unit.  As he takes on new missions, Seiji finds that being a detective as part of Special 7 isn't the police work he expected, where working alongside a team of different species with special abilities and vibrant personalities brings unpredictability to his daily life and police work. While the everyday crime in Tokyo continues, Seiji and the Special 7 will fight not only to resolve special cases, but also obstruct the ill-intentioned plans of the merciless group of Nine.  [Written by MAL Rewrite]"
"81","Phantom in the Twilight","https://cdn.myanimelist.net/images/anime/1156/93567.jpg","TV","12","Finished Airing","2018-07-10","None found","[164, 58]","Original","[1, 3, 5]","23.0","Set in modern day London, the story takes place in a world where ""Shadows"" are born from human fear and anxiety. A young girl arrives to study abroad, only to be caught in a bizarre incident as she enters university. In a city with no acquaintances, the helpless girl wanders into ""Café Forbidden,"" a mysterious café that exclusively opens at midnight. She meets an assortment of handsome men employed at the café, where guardians who protect the boundary between humans and shadow convene.  (Source: MAL News)"
"82","Hellsing: Digest for Freaks","https://cdn.myanimelist.net/images/anime/7/26935.jpg","OVA","1","Finished Airing","2006-01-22","None found","[18]","Manga","[1, 12, 3, 13, 14, 11, 16, 5, 15]","28.0","This OVA is a summary of the first three episodes of Hellsing, with the animation style of Hellsing Ultimate and following the events of the Hellsing manga."
"83","Holy Knight","https://cdn.myanimelist.net/images/anime/10/41841.jpg","OVA","2","Finished Airing","2012-03-21","Media Blasters","[165, 166]","Manga","[10, 20, 22, 5, 15]","28.0","The story centers around a timid orphan named Mizumura Shinta who goes to a missionary school in Tokyo. His seemingly normal life changes when a beautiful half-human Romanian girl named Lilith suddenly transfers into his school. Mizumura discovers that he is actually a vampire hunter and the successor of the Romuald lineage.  (Source: ANN)"
"84","Vampire Knight: Gekiai no Portrait","https://cdn.myanimelist.net/images/anime/1167/118808.jpg","Special","1","Finished Airing","2008-11-26","None found","[23, 47]","Manga","[17, 5, 24]","3.0","Hanabusa Aidou is insistent on making the Night Class take sides in the new election for the Moon Dormitory president between Takuma Ichijou and Kaname Kuran. However, given Kaname's disinterest, things may not go as planned.  [Written by MAL Rewrite]"
"85","Kekkai Sensen: Soresaemo Saitei de Saikou na Hibi","https://cdn.myanimelist.net/images/anime/3/74387.jpg","Special","1","Finished Airing","2015-06-14","Funimation","[25, 28]","Manga","[1, 10, 16, 5, 6]","24.0","A recap episode of episodes 1 through 10 of Kekkai Sensen. Leonardo Watch reflects on his experiences at Libra."
"86","Visual Prison","https://cdn.myanimelist.net/images/anime/1143/117924.jpg","TV","12","Finished Airing","2021-10-09","None found","[7, 167, 168, 64]","Original","[3, 38, 5]","24.0","Vampires have existed for centuries and live under the rule of the Scarlet Moon. Once a year, ""Visual Prison"" occurs, a visual kei competition where the vampire who sings the most beautiful song is bestowed with great power by the Scarlet Moon. At the forefront of the competition are ECLIPSE—the reigning champions who stand for an established order, and LOST EDEN—a group that believes the strongest should rule.  Ange Yuki is a lonely boy with no confidence in his singing ability. He moves to Harajuku in search of a musician he idolizes, but during his quest, he gets entangled in one of the many live performance clashes between ECLIPSE and LOST EDEN. Their fascinating stages stun him, but he soon collapses, overcome by bloodlust. Regaining consciousness, Ange finds himself under the care of Guiltia ""Guil"" Brion, the musician he admires, and learns that he is a dhampir—half-human, half-vampire.  While Ange now has the privilege of participating in the upcoming Visual Prison, Guil explains that he will not join him in this endeavor. Meanwhile, Ange encounters Robin Laffite, a foreigner from England who is enamored by his astonishing singing voice. With the day of the competition slowly creeping up, Ange has to put together a capable unit in an exciting race against time.  [Written by MAL Rewrite]"
"87","Kyuuketsuhime Miyu (TV)","https://cdn.myanimelist.net/images/anime/1427/134363.jpg","TV","26","Finished Airing","1997-10-06","Tokyopop, Maiden Japan","[169, 170]","Manga","[1, 9, 12, 3, 19, 5, 24]","25.0","Evil Shinma (shape-shifting monsters and vampires) roam the Earth on a mission to unleash their darkness upon the Human race. Miyu Royal Princess from the dark is the Chosen One—the one being who must banish the Evil Shinma from the Earth. She has the power to offer Humans the gift of eternal happiness, yet is herself, trapped between two worlds; destined for perpetual solitude and internal conflict.  Miyu's only companion is Larva, once an evil Shimna; now her devoted guardian. Together they share a dark journey through the weakness of the human heart and the tragic loss of innocence. Cut off from humanity by the knowledge of what she is, Miyu lives an endless quest as both the hunter and the hunted, on the edge of darkness.  (Source: AniDB)"
"88","Touhou Niji Sousaku Doujin Anime: Musou Kakyou","https://cdn.myanimelist.net/images/anime/3/27302.jpg","OVA","0","Currently Airing","null","None found","[171]","Game","[10, 5]","22.0","In the hidden magical land of Gensokyo, shrine maiden Reimu Hakurei constantly makes sure that supernatural incidents involving mythical creatures known as youkai remain as infrequent as possible. As part of her shrine's traditions, she hosts an annual summer banquet that invites a variety of guests, ranging from humans to even the strongest of youkai.  On the morning of the banquet, however, the shrine's donation box suddenly goes missing. Furthermore, there appears to be no trace of any theft whatsoever. As Reimu, her friend Marisa Kirisame, and news reporter Aya Shameimaru investigate the situation, they realize that others also have missing possessions. With each step closer to piecing the puzzle together, the group soon understands that this phenomenon is more than just simple thievery—an incident on par with Remilia Scarlet's mist or Yuyuko Saigyouji's youkai cherry blossom.  [Written by MAL Rewrite]"
"89","Diabolik Lovers OVA","https://cdn.myanimelist.net/images/anime/12/74238.jpg","OVA","1","Finished Airing","2015-02-26","None found","[67, 69]","Visual novel","[9, 3, 26, 22, 5, 27]","11.0","OVA of Diabolik Lovers included with the game Diabolik Lovers DARK FATE."
"90","Strike the Blood Final","https://cdn.myanimelist.net/images/anime/1208/120085.jpg","OVA","4","Finished Airing","2022-03-30","None found","[40, 118, 2, 3, 60, 100, 45]","Light novel","[1, 10, 3, 20, 21, 5]","26.0","Fifth season of Strike the Blood."
"91","Vassalord.","https://cdn.myanimelist.net/images/anime/3/43213.jpg","OVA","1","Finished Airing","2013-03-15","None found","[172, 65]","Manga","[1, 37, 10, 7, 14, 5, 24]","27.0","Charley, a cyborg vampire who does the Vatican's dirty work, is the thrall of the local vampire playboy Johnny Rayflo. As the two fight crime—and each other—hilarity, violence and sacrilege ensue! But can Charley resist his own desperate cravings for blood? Find out as the devilish duo go up against a childlike vampire princess, a mysterious branch of the Unitarian Church...and one another.  (Source: Tokyopop)"
"92","Hellsing: Psalm of the Darkness","https://cdn.myanimelist.net/images/anime/4/19043.jpg","Special","1","Finished Airing","2001-08-03","None found","[30, 31]","Manga","[1, 3, 5, 15]","3.0","Special that can be found on DVD. Contains animation not reused in the TV series."
"93","Renkin San-kyuu Magical? Pokaan","https://cdn.myanimelist.net/images/anime/6/75229.jpg","TV","12","Finished Airing","2006-04-04","None found","[90, 73, 91, 173]","Original","[17, 20, 34, 36, 39, 5]","23.0","Renkin San-kyuu Magical? Pokaan follows the daily lives of four young girls. There is just one catch: they are anything but normal. This group of friends—the energetic werewolf Liru, the joyful witch-in-training Uma, the motherly android Aiko, and the seductive vampire Pachira—are actually princesses from the netherworld who have traveled to the human world in search of a new home. Unfortunately, their naivety and severe lack of knowledge make living peacefully among earthlings much more difficult than they imagined.  As they attempt to adapt to their brand new lifestyle, they cause all sorts of trouble, and end up attracting the unwanted attention of a woman by the name of Dr. K-Ko. The scientist believes that these new residents of Earth are up to no good and attempts to capture the girls to prove the existence of the supernatural and gain credibility with the scientific community. Every day brings a new adventure as the girls deal with the insanity of her antics and all that the human realm has to offer.  [Written by MAL Rewrite]"
"94","Vlad Love","https://cdn.myanimelist.net/images/anime/1796/110394.jpg","ONA","12","Finished Airing","2020-12-18","None found","[65, 174, 175, 176]","Original","[17, 3, 22, 5]","24.0","Mitsugu Banba is a high school girl who finds meaning in donating blood. She frequently visits a blood bank to donate blood, despite being harshly treated by the nurse. One day, she encounters a beautiful girl who looks like she's from overseas at the blood bank. The pale girl looks like she's about to faint any minute, but then, she starts destroying the blood bank. The girl loses consciousness and Mitsugu takes her home...  (Source: Official Website)"
"95","Mahou Sensei Negima!: Shiroki Tsubasa Ala Alba","https://cdn.myanimelist.net/images/anime/1916/98810.jpg","OVA","3","Finished Airing","2008-08-12","None found","[9, 177]","Manga","[2, 17, 8, 3, 20, 21, 5, 6]","30.0","OVA episodes that are bundled with the limited edition of the manga volumes 23-25. First episode to cover chapters 176 and 177 of the manga. Second episode to cover chapters 178-180. And third episode to cover chapters 182 and 183."
"96","Kyuuketsuki Sugu Shinu 2","https://cdn.myanimelist.net/images/anime/1254/131832.jpg","TV","12","Finished Airing","2023-01-09","None found","[67, 137, 81, 138, 60, 84, 139, 140, 17]","Manga","[17, 3, 13, 36, 5, 6]","23.0","Second season of Kyuuketsuki Sugu Shinu."
"97","Strike the Blood: Kieta Seisou-hen","https://cdn.myanimelist.net/images/anime/1918/103377.jpg","OVA","1","Finished Airing","2020-01-29","None found","[40, 118, 2, 3, 60, 100, 45]","Light novel","[1, 10, 3, 20, 21, 5]","26.0","While several of the girls investigate Vatlers ship afloat, Akatsuki and Himeragi wake up alone in the school gym with no memories of the day before and no explanation for why they were asleep on the same futon and why Himeragi is wearing an old-fashioned school PE uniform with bloomers. A bloody baseball bat and missing weapon soon deepen the mystery as assorted forces race to solve the mystery of the empty boat, the bloody bat, and the purple bra in the MCs pockets!"
"98","Blade","https://cdn.myanimelist.net/images/anime/1945/103220.jpg","TV","12","Finished Airing","2011-07-01","Marvel Entertainment","[17]","Other","[1, 9, 12, 3, 5]","24.0","The story revolves around Blade, a ""Daywalker"" vampire hunter who was born with vampire and human blood after a vampire attacked his mother. While visiting Japan on a mission, Blade tracks down Deacon Frost, the vampire who killed his mother. Blade confronts ""Existence,"" a mysterious organization composed of vampires modified by Frost.  (Source: ANN)"
"99","Nyanpire The Animation","https://cdn.myanimelist.net/images/anime/11/46147.jpg","TV","12","Finished Airing","2011-07-06","None found","[31]","Manga","[17, 3, 40, 5]","4.0","A heartwarming story about a stray black cat, who was given blood from a vampire. He was taken in by a girl called Misaki and started to live with her. Nyanpire's favorite phrase is ""Give me blood nya."""
"100","Servamp Movie: Alice in the Garden","https://cdn.myanimelist.net/images/anime/5/89004.jpg","Movie","1","Finished Airing","2018-04-07","None found","[78]","Manga","[1, 10, 5, 27]","58.0","The Servamps and their pact-bound ""Eves"" are finally getting back to their normal lives as they recover from their injuries from the previous battles. However, when it starts snowing in the middle of summer, one of the Eves, Mahiru Shirota, suspects vampiric interference. Concerned by the strange phenomenon, he sets out to gather the group once more to try and solve the mystery; however, they suddenly lose contact with Misono Arisuin, the Eve of the Servamp of Lust.  Servamp Movie: Alice in the Garden delves into the untold past of Misono and his brother Mikuni Arisuin, as well as the many mysteries of the grand Arisuin Mansion.  [Written by MAL Rewrite]"
"101","Fortune Arterial: Akai Yakusoku - Tadoritsuita Basho","https://cdn.myanimelist.net/images/anime/6/25892.jpg","OVA","1","Finished Airing","2011-02-23","None found","[121, 69]","Visual novel","[17, 10, 8, 21, 5]","24.0","After the school festival, Kohei and friends head to a small cottage out of town and enjoy themselves after working hard."
"102","Kekkai Sensen & Beyond: Zapp Renfro Ingaouhouchuu!!/Baccardio no Shizuku","https://cdn.myanimelist.net/images/anime/1874/96668.jpg","OVA","1","Finished Airing","2018-07-04","None found","[28]","Manga","[1, 17, 10, 16, 5, 6]","25.0","Bundled with the 5th volume of the Kekkai Sensen: Back 2 Back manga."
"103","Owarimonogatari 2nd Season Recaps","https://cdn.myanimelist.net/images/anime/9/88962.jpg","TV Special","2","Finished Airing","2017-08-12","None found","[9]","Light novel","[17, 7, 3, 5]","25.0","Two recaps aired before the first episode of the day at the time Owarimonogatari 2nd Season was airing.  Episode 0.5 (aired before Mayoi Hell) - Owari ni Mukau Monogatari (Heading Towards the End of the Story): Araragi's voice actor Hiroshi Kamiya retells events from Koyomi Vamp, Mayoi Maimai, Shinobu Time, Yotsugi Doll, Koyomi Nothing and Koyomi Dead.  Episode 4.5 (aired before Ougi Dark) - Araragi Koyomi no Monogatari (Araragi Koyomi's Story): Hanekawa's voice actor Yui Horie looks back at Araragi's past year and what happened to him throughout the series."
"104","Diabolik Lovers Recap","https://cdn.myanimelist.net/images/anime/9/55639.jpg","Special","1","Finished Airing","2013-10-28","Sentai Filmworks","[67, 68, 43, 65, 69]","Visual novel","[9, 3, 26, 5, 27]","15.0","Recap of episodes 1-6 with new narrations."
"105","Devils Line: Anytime Anywhere","https://cdn.myanimelist.net/images/anime/1471/93329.jpg","OVA","1","Finished Airing","2018-08-23","None found","[78]","Manga","[1, 9, 8, 3, 13, 5, 15]","26.0","Bundled with the limited edition of the manga' 12th compiled volume."
"106","Kyuuketsuhime Miyu","https://cdn.myanimelist.net/images/anime/12/78948.jpg","OVA","4","Finished Airing","1988-07-21","AnimEigo","[81, 178, 170]","Manga","[1, 9, 12, 3, 19, 5, 24]","28.0","A quiet gothic horror story about a vampire girl, Miyu, whose destiny it is to hunt down murderous demons known as Shinma and return them to their land of origin, the Dark. Miyu is pursued by the Spiritualist Himiko, determined to find out who Miyu is and to stop her from sucking the life blood from helpless humans. Each of the four episodes chronicle one of Miyu's encounters with a Shinma and the humans that it is affecting, from the perspective of Himiko's pursuit of Miyu.  (Source: AniDB)"
"107","Blood Lad: Kanketsu Kinen","https://cdn.myanimelist.net/images/anime/11/83781.jpg","PV","1","Finished Airing","2017-01-11","None found","[34]","Manga","[1, 10, 18, 19, 5, 15]","1.0","A short conclusion memorial PV promoting the final tankoubon volume of the Blood Lad manga going on sale. The PV shows various moments throughout the whole manga."
"108","Night Walker: Mayonaka no Tantei","https://cdn.myanimelist.net/images/anime/12/31985.jpg","TV","12","Finished Airing","1998-07-09","Central Park Media, Discotek Media","[179, 180, 95, 181, 170]","Visual novel","[1, 12, 7, 3, 29, 5]","25.0","Shido Tatsuhiko is not only a private eye... he is also a vampire with no real memory of his past. Joined by Yayoi Matsunaga, a female government agent, Riho Yamazaki, an orphaned teenage girl working as his girl Friday and Guni, a little green imp, Shido must face demonic creatures known as Nightbreed. Meanwhile, Cain, the vampire who made him what he is now, is seeking him...  (Source: ANN)"
"109","Itsuka Tenma no Kuro Usagi: Kokoro Utsuri no Toukoubi - School Attendance Day","https://cdn.myanimelist.net/images/anime/9/79553.jpg","OVA","1","Finished Airing","2011-12-05","None found","[69]","Light novel","[1, 17, 10, 8, 20, 22, 5]","24.0","Episode bundled with the ninth volume of the Itsuka Tenma no Kuro Usagi novel.  Includes Mirai's chibi-style dream, body-swapping and a crossover with Densetsu no Yuusha no Densetsu."
"110","Vanitas no Karte: En Route Pour le Gévaudan","https://cdn.myanimelist.net/images/anime/1570/120423.jpg","Special","1","Finished Airing","2022-01-08","None found","[28]","Manga","[1, 10, 7, 4, 5, 6]","23.0","Recap of the first 12 episodes narrated by Tomoaki Maeno, with a sneak peek of the second cours."
"111","Blood-C: Special Edition","https://cdn.myanimelist.net/images/anime/11/39001.jpg","Special","2","Finished Airing","2012-05-26","None found","[65]","Unknown","[1, 12, 3, 14, 22, 5]","25.0","Two summary episodes of the TV series that are airing prior to Blood-C: The Last Dark. They will feature secret content that was never aired during the TV series' run."
"112","Vampire Hunter","https://cdn.myanimelist.net/images/anime/1078/131326.jpg","OVA","4","Finished Airing","1997-03-21","VIZ Media, Discotek Media","[17]","Game","[1, 2, 9, 10, 16, 5]","43.0","The world is a dark, brooding place populated by humans, but ruled in reality by powerful beings known as the Darkstalkers, and there is constant conflict between them as they try to determine who is the most powerful of them all. Zombies, vampires, werewolves - all of them compete in contests of strength and sheer will to attain their own personal goals.  All of this becomes moot when a race of Aztec robots called the Huitzil decide that humanity isn't worth saving, and start waging war on the world, while in the sky, a solar god from outer space plots the conquest of Earth. And the Darkstalkers must become unwilling allies in order to save the world.  (Source: AnimeNfo)"
"113","Dance with Devils: Fortuna","https://cdn.myanimelist.net/images/anime/2/86240.jpg","Movie","1","Finished Airing","2017-11-04","None found","[112, 182, 34]","Mixed media","[10, 8, 19, 26, 22, 5]","1.0","Ritsuka Tachibana. She lives a calm and unchanging life. Ritsuka's older brother Lindo returns from studying abroad in the United Kingdom. Shikou Academy student council president Rem Kaginuki calls on the girl, and she begins having mysterious encounters with the student council members. Her life changed a little from that day, but Ritsuka expected nothing more.  However, she comes home to find her mother collapsed with suspicious hooded men nearby. They were not human but devils, vampires, and exorcists seeking the Forbidden Grimoire. Ritsuka's former daily life crumbles around her, and she finds herself slowly becoming attracted to Rem, who helps her in her predicament. On the other hand, confusion deepens with regard to her brother who carries a secret. Ritsuka is unsure what path to choose as she finds herself at the center of a love story.  (Source: ANN)"
"114","Servamp Specials","https://cdn.myanimelist.net/images/anime/9/83960.jpg","Special","4","Finished Airing","2016-11-25","Funimation","[78]","Manga","[17, 10, 5, 27]","5.0","Sleepy Life of SERVAMP When they are not busy battling supernatural threats, servamps and their Eves enjoy carefree day-to-day affairs and lighthearted quarrels. Naturally, while other servamps and Eves work through their own troubles, Kuro plays video games and dozes off—not much of a change from his usual sleepy self.  Hai ni Mamireta Shoukei: All the world's a stage During a fight, Hyde recalls the time he used his charm as a hedgehog to trick Licht Jekylland Todoroki—piano prodigy and self-proclaimed angel—into forming a blood bond and becoming his Eve.  [Written by MAL Rewrite]"
"115","Mignon","https://cdn.myanimelist.net/images/anime/1054/137743.jpg","ONA","12","Finished Airing","2023-08-11","None found","[183]","Original","[37, 9, 5]","5.0","After losing his parents at a young age, Mignon lives as a mechanic by day, and a cage fighter by night at an illegal arena.  Living a life of exploitation and violence, the only person who gives him any attention is Oh Young-One, a doctor at the illegal arena.  “I’ll do anything…! I… I can help you!”  Despite knowing Young-One’s true identity, Mignon’s pure and blind love for him causes Young-One to start slowly opening his heart. But the hellish reality that surrounds Mignon starts to shake up even Young-One’s life!  (Source: ABJ Company)"
"116","Hitsuji no Uta","https://cdn.myanimelist.net/images/anime/7/18066.jpg","OVA","4","Finished Airing","2003-05-25","None found","[132, 184, 17]","Manga","[9, 12, 5, 15]","30.0","Kazuna's family has a history of suffering from a disease that creates an uncontrollable vampire-like thirst for blood. Knowing none of this, Kazuna was sent to live with the Eda couple as a child. As the sickness begins to show signs of being present within himself, he comes into contact with his older sister, Chizuna, who has been suffering from it since early childhood. Knowing that the sickness incurs a heavy weight upon those that suffer from it, Chizuna tries to ease her brother's burden, to help him learn to control his urges, but...  (Source: ANN)"
"117","Dance in the Vampire Bund: Special Edition","https://cdn.myanimelist.net/images/anime/5/21014.jpg","Special","1","Finished Airing","2010-02-25","None found","[9]","Manga","[1, 3, 5]","23.0","A Dance in the Vampire Bund recap episode featuring re-edited footage from the first 7 episodes."
"118","Kizumonogatari: Koyomi Vamp","https://cdn.myanimelist.net/images/anime/1279/140233.jpg","Movie","1","Finished Airing","2024-01-12","None found","[7, 9]","Light novel","[1, 7, 3, 5]","2.0","Compilation film of the three Kizumonogatari movies."
"119","Hakuouki: Hekketsuroku - Kyoto Kaisouroku","https://cdn.myanimelist.net/images/anime/9/26949.jpg","TV Special","1","Finished Airing","2010-10-03","None found","[47]","Visual novel","[1, 9, 3, 4, 35, 5, 27]","24.0","Summary of the first season of Hakuouki Shinsengumi Kitan. Aired the week before the second season began."
"120","Yichang Shengwu Jianwenlu","https://cdn.myanimelist.net/images/anime/1523/101986.jpg","ONA","13","Finished Airing","2019-06-28","None found","[185, 186]","Web novel","[3, 5]","21.0","Yoshihito, a 23-year-old man who has no job or girlfriend. In order to make ends meet he rents out one of the rooms in his house. While he's showing Lily, his first tenant, around the house, she's suddenly attacked by a vampire named Vivian, and Yoshihito notices that Lily is actually a werewolf. As Yoshihito and Lily start living in the same house, Yoshihito is scouted for an organization that maintains order of the parallel universes, and strange creatures one after another become tenants in his house.  (Source: ANN)"
"121","Legend of Duo","https://cdn.myanimelist.net/images/anime/7/23556.jpg","TV","12","Finished Airing","2004-10-27","None found","[187, 188]","Original","[37, 9, 3, 5]","5.0","It is the early 21st century, and mankind is doomed. Due to a mysterious virus that steals the essence of human life, humanity has been pushed to the brink of extinction with only one hope for salvation: the blood of a vampire. Vampires have closely guarded the key to curing the virus for several years, which has led to an immense rift between them and humans and the world's descension into chaos.  A vampire named Duo, having leaked the secret to saving humanity, is now considered a traitor to his race, and the powerful vampire Zieg is on his trail. However, due to Zieg's sense of duty, his heart is torn: should he kill the man who betrayed his people, or will his personal history with Duo sway him to have a change of heart?  [Written by MAL Rewrite]"
"122","Kaibutsu Oujo: Konsui Oujo","https://cdn.myanimelist.net/images/anime/13/22440.jpg","Special","1","Finished Airing","2008-02-14","Sentai Filmworks","[73, 17]","Manga","[1, 17, 12, 3, 5, 6]","23.0","Episode 26 included in the ninth DVD volume of Kaibutsu Oujo."
