"ID","TITULO","IMAGEN","TIPO","EPISODIOS","ESTADO","FECHA_ESTRENO","LICENCIA","ID_ESTUDIOS","SRC","ID_GENEROS","DURACION","DESCRIPCION"
"128","Kamigami no Asobi","https://cdn.myanimelist.net/images/anime/12/60703.jpg","TV","12","Finished Airing","2014-04-06","Sentai Filmworks","[1, 234, 3, 32, 235]","Visual novel","[2, 19, 4, 14, 30, 46]","23.0","After discovering a mysterious sword in the storehouse of her home, third-year high school student Yui Kusanagi finds herself suddenly transported to a different world. While exploring her new surroundings, she meets five strange yet handsome men before coming face to face with Zeus: the king of the gods.  In order to restore the deteriorating relationship between the gods and humans, Zeus has created the Academy of the gods and has chosen Yui to be its one and only instructor. She has one year to educate the young and reluctant deities—including the five strangers she met earlier—on what it means to be human while learning about the gods herself; otherwise, they will all be trapped in Zeus' realm forever.  [Written by MAL Rewrite]"
"129","Ima, Soko ni Iru Boku","https://cdn.myanimelist.net/images/anime/1094/109008.jpg","TV","13","Finished Airing","1999-10-14","ADV Films, Central Park Media","[236, 237, 229, 200]","Original","[10, 6, 2, 28, 4, 18]","24.0","Shuuzou ""Shuu"" Matsutani lives his ordinary life in peace. He has friends, a crush, and a passion for kendo. Dejected after losing to his kendo rival, Shuu climbs a smokestack to watch the sunset where he finds Lala-Ru, a quiet, blue-haired girl wearing a strange pendant. Shuu attempts to befriend her, despite her uninterested, bland responses.  However, his hopes are crushed when a woman, accompanied by two serpentine machines, appear out of thin air with one goal in mind: capture Lala-Ru. Shuu, bull-headed as he is, tries to save his new friend from her kidnappers and is transported to a desert world, unlike anything he has ever seen before. Yet, despite the circumstances, Shuu only thinks of saving Lala-Ru, until he is thoroughly beaten up by some soldiers. As he soon finds out, Lala-Ru can manipulate water and her pendant is the source from which she is able to bring forth the liquid, a scarce commodity in his new environment. But now, the pendant is lost, and Shuu is the prime suspect.  Ima, Soko ni Iru Boku is the haunting story of a dystopian world, and of Shuu, who has to endure torture, hunger, and the horrors of war in order to save the lonely girl he found sitting atop a smokestack.  [Written by MAL Rewrite]"
"130","Tsuki ga Michibiku Isekai Douchuu 2nd Season","https://cdn.myanimelist.net/images/anime/1752/139314.jpg","TV","25","Currently Airing","null","None found","[98, 106, 47, 110, 130, 111, 72, 113, 114, 142, 115, 53]","Light novel","[13, 10, 1, 2, 4]","23.0","Second season of Tsuki ga Michibiku Isekai Douchuu."
"131","Isekai Shoukan wa Nidome desu","https://cdn.myanimelist.net/images/anime/1387/134151.jpg","TV","12","Finished Airing","2023-04-09","None found","[207, 35, 79, 192, 189, 220, 238]","Light novel","[10, 1, 2, 19, 20, 4]","23.0","There was once a man who was summoned to another world, and saved it. Of course, he became too popular there, and turned into an isekai-normie. However, that man fell into a ""trap"" and was forcibly returned to his original world. Moreover, he had to start over as a baby!  This is the story of the way-too-fantastic ex-hero who lived as a gloomy high-schooler, as he gets summoned once again to that same other world in a very unexpected development!  (Source: Coolmic, edited)"
"132","Cheat Kusushi no Slow Life: Isekai ni Tsukurou Drugstore","https://cdn.myanimelist.net/images/anime/1787/115817.jpg","TV","12","Finished Airing","2021-07-07","None found","[129, 35, 25, 152, 139, 239, 36, 240, 227, 231, 232, 206]","Light novel","[1, 2, 20, 4]","23.0","Reiji Kirio, formerly a corporate slave, wakes up one day in another world. After discovering that he has gained superhuman pharmaceutical knowledge, he decides to open up a drugstore alongside the canine Noera and the ghostly Mina. There, he tends to the needs of all who visit the shop with potions and the like.  Cheat Kusushi no Slow Life: Isekai ni Tsukurou Drugstore follows the slow but often hectic days of Reiji's drugstore.  [Written by MAL Rewrite]"
"133","Youjo Senki II","https://cdn.myanimelist.net/images/anime/1437/115925.jpg","TV","0","Not yet aired","null","None found","[19, 46]","Light novel","[13, 2, 4, 18, 12]","0.0","Second season of Youjo Senki."
"134","Jitsu wa Ore, Saikyou deshita?","https://cdn.myanimelist.net/images/anime/1963/138464.jpg","TV","12","Finished Airing","2023-07-02","None found","[34, 134, 63, 25, 79, 161, 61, 241]","Light novel","[10, 2, 4, 12]","23.0","A 20-year-old shut-in is suddenly transported from his apartment, only to appear in front of a goddess who offers him a second chance at life. Although she grants him overpowered magical abilities in this new world, when he awakes as the newborn Prince Reinhardt, his talents are only measured at Level 2. Thinking their child to be an abysmal failure, his royal parents abandon him in the woods. There, the prince, who names himself Haruto, encounters Flay, a Flame Fenrir who decides to devote her life in service to him. Haruto's relative, Gold Zenfis, meets them both in the woods and decides to adopt the child as his own.  Nine years pass with Haruto under the care of the Zenfis family. His mastery over his overpowered barrier magic increases by the day, though Haruto would rather not use it to help others. He practices his magic in secret, preferring to have his family believe that he is weak. However, his younger sister, Charlotte, discovers his strength, and with the assistance of Flay, Haruto protects her and the rest of the Zenfis family from harm. With a shifty plot stirring in the kingdom, Haruto only wishes to stay inside and watch anime, but it seems he will have to use his magic to keep the family that took him in safe.  [Written by MAL Rewrite]"
"135","Kanojo ga Koushaku-tei ni Itta Riyuu","https://cdn.myanimelist.net/images/anime/1109/130452.jpg","TV","12","Finished Airing","2023-04-10","None found","[1, 29, 4, 22, 25, 19, 184, 219, 228, 242, 243]","Web manga","[2, 19, 4, 12]","23.0","When, after her sudden death, Rinko Hanasaki is reborn as Raeliana McMillan, she is not sure whether to curse her luck. Raeliana was a minor character in a novel Rinko read, and as the eldest daughter of a nouveau-riche baron, she led a carefree life until her unfortunate demise at the hands of her fiancé, Lord Francis Brooks. To avoid her destined fate, Raeliana is determined to end her engagement with Francis.  However, when Francis refuses to break things off, Raeliana decides to seek help from someone of higher standing and approaches Duke Noah Wynknight—the novel's male protagonist. Using her knowledge of the plot, Raeliana captures the duke's interest by proposing a deal: she will not expose his secrets if Noah agrees to act as her fiancé. Little does she know that getting involved with a duke who only shows his true colors around her may lead to more than she bargained for.  [Written by MAL Rewrite]"
"136","Re:Zero kara Hajimeru Isekai Seikatsu 3rd Season","https://cdn.myanimelist.net/images/anime/1250/137317.jpg","TV","0","Not yet aired","null","None found","[19]","Light novel","[6, 2, 7, 4, 8, 9]","0.0","3rd Season of Re:Zero kara Hajimeru Isekai Seikatsu"
"137","Conception","https://cdn.myanimelist.net/images/anime/1849/95019.jpg","TV","12","Finished Airing","2018-10-10","Funimation","[28, 218]","Game","[13, 1, 2, 19, 20, 4, 11]","23.0","On his high school graduation day, Itsuki's cousin, Mahiru, tells him that she's pregnant. Just then, a gate of light emerges and transports the two into the world of Granvania. In this land, ""Impurities"" have been causing a disturbance to the Stars, ultimately plunging Granvania into chaos and disorder. And Itsuki, now revealed to be one who is fated to meet with the ""Star Maidens,"" is seen as Granvania's last hope and was thus given the task to produce ""Star Children"" and combat the ""impurities."" And unless the task is complete, Itsuki may never be able to return home.  (Source: Wikipedia, edited)"
"138","Isekai wa Smartphone to Tomo ni. 2","https://cdn.myanimelist.net/images/anime/1932/131464.jpg","TV","12","Finished Airing","2023-04-03","None found","[28, 83, 30, 4, 84, 85, 17, 19, 142, 53]","Light novel","[10, 1, 2, 19, 20, 4, 12]","23.0","Touya Mochizuki grows accustomed to his new life in another world. Armed with his trusty smartphone, the teenager accepts small quests at his leisure while spending time with his new fiancées: Yumina Urnea Belfast, Yae Kokonoe, and twin sisters Linse and Elze Shileska. But even in a relaxing environment, Touya is only beginning to understand the responsibilities that come with these engagements.  In addition to his romantic woes, the elder fairy Lean wishes to locate the remaining pieces of Babylon, the floating island that the mysterious Professor Regina Babylon created five thousand years ago. Touya reluctantly accepts her request and seeks out the teleportation circles that will lead to the islands. However, strange monsters have emerged—possibly powerful enough to destroy the world. In order to save the second life he was given, Touya must weaponize ancient technologies to fight these monsters—all while balancing his overwhelming number of relationships.  [Written by MAL Rewrite]"
"139","Kenja no Deshi wo Nanoru Kenja","https://cdn.myanimelist.net/images/anime/1583/119223.jpg","TV","12","Finished Airing","2022-01-12","Funimation","[134, 57, 19, 37, 161, 164, 244]","Light novel","[10, 2, 4, 45]","23.0","With a dignified veteran's body and a long white beard, summoner mage Dunbalf was one of the strongest player characters in the virtual reality online multiplayer roleplaying game Ark Earth Online, even heralded as a one-man army. Together with the ""Nine Wise Mages"" and King Solomon, they formed the mage player Kingdom of Alcait. But one day, Dunbalf and the other Nine Wise Mages suddenly go missing, leaving no trace behind.  In an effort to spend his expiring credits, Dunbalf had purchased a cosmetic kit and tinkered with his character; however, he accidentally fell asleep during the customization process. Upon waking up, Dunbalf not only notices that the world of Ark Earth Online has become more realistic, but also discovers that he has turned into a cute girl! After reaching Alcait, he learns it has been 30 years since he supposedly disappeared.  Now tasked with finding the other missing mages by King Solomon, the avid role player proclaims his new identity as Mira—the Pupil of the Wise Man Dunbalf—and ventures forth to prove his legacy.  [Written by MAL Rewrite]"
"140","Urasekai Picnic","https://cdn.myanimelist.net/images/anime/1494/111515.jpg","TV","12","Finished Airing","2021-01-04","Funimation","[245, 128, 1, 4, 10, 195, 35, 158, 246, 247, 248]","Novel","[10, 2, 27, 7, 4, 38]","23.0","The ""Otherworld"" is a vast and dangerous realm hidden from the knowledge of the common folk. It is also home to many creatures that threaten any human who dare visit it. To witness its desolate yet oddly absorbing environment, one must search for portals that could reside anywhere, from secret elevators to shrine entrances.  After a fateful encounter with a horrendous Otherworld denizen, Sorawo Kamikoshi ponders whether to keep going or give up in life. Meanwhile, Toriko Nishina scours the Otherworld in hopes of finding her friend Satsuki, who she believes is lost somewhere within the realm.  When the two cross paths, friendship blossoms. In order to acquire as much information about this obscure dimension, the two travel back and forth from the real world to the other. Sorawo and Toriko's bodies are soon influenced by the Otherworld, preparing them for the many horrors to come as both of them try to fulfill their goals.  [Written by MAL Rewrite]"
"141","Fushigi Yuugi","https://cdn.myanimelist.net/images/anime/2/20140.jpg","TV","52","Finished Airing","1995-04-06","Media Blasters, Geneon Entertainment USA","[6, 249, 120, 250, 145]","Manga","[10, 2, 19, 24, 4, 48, 30, 31]","23.0","During a visit to the National Library, Miaka Yuuki and Yui Hongo stumble upon a strange old book that casts a red light, sucking them inside its unfamiliar world. Upon arrival, the two encounter hostile slave traders and barely escape with the help of Tamahome—a powerful young man bearing a Chinese symbol on his forehead. But, a moment later, the red light returns and takes Yui away.  Desperate to reunite with her companion, Miaka asks Tamahome for assistance. However, the situation escalates when the pair encounters the land's emperor, Hotohori, who believes Miaka is the foretold priestess of the kingdom's protector god Suzaku. By gathering the god's seven Celestial Warriors, the priestess can summon Suzaku and have all her wishes granted. Hotohori hopes this will save his country, and since it appears to be a fitting solution to the girl's problems as well, he convinces her to accept the role.  Meanwhile, at the library, Yui realizes she has been brought back alone. Unable to intervene, she helplessly witnesses Miaka traversing through courageous trials as the mysterious book's heroine.  [Written by MAL Rewrite]"
"142","Mushoku Tensei II: Isekai Ittara Honki Dasu Part 2","https://cdn.myanimelist.net/images/anime/1853/140536.jpg","TV","12","Not yet aired","null","None found","[44]","Light novel","[10, 6, 2, 3, 4, 12]","0.0","Part 2 of Mushoku Tensei II: Isekai Ittara Honki Dasu."
"143","Jidou Hanbaiki ni Umarekawatta Ore wa Meikyuu wo Samayou","https://cdn.myanimelist.net/images/anime/1653/136097.jpg","TV","12","Finished Airing","2023-07-05","None found","[199, 251, 106, 252, 152, 72, 114, 253, 254, 255]","Light novel","[1, 2, 4, 12]","23.0","A man with a passion for vending machines awakens to realize that he has not only died, but he has also been reborn as one of his beloved machines! Although he is a modern appliance in a fantasy world, he requires money in order to keep functioning. He is stuck in one location until a young girl named Lammis stumbles upon him. Amazed by the drinks and food he sells, Lammis uses her ""Blessing of Might"" to lift him with ease and take him back to the village of Clearflow Lake. There, she officially dubs him Boxxo.  Despite his inability to converse with the villagers, Boxxo becomes an essential part of the community. His goods provide nourishment, and, as he gains new abilities and products, he becomes a staple of daily life. Nobody is as loyal to Boxxo as his first and best customer, Lammis. The more time he spends with her, the more he tries to help her elevate her skills as a young hunter.  [Written by MAL Rewrite]"
"144","Ixion Saga DT","https://cdn.myanimelist.net/images/anime/8/42863.jpg","TV","25","Finished Airing","2012-10-08","None found","[28, 49, 235]","Game","[13, 1, 2, 4]","24.0","One day as Kon Hokaze is playing an MMORPG, he receives a request from a female character in the game. He thinks that he has lucked out and found a girlfriend online, but suddenly he finds himself transported into the world of Mira where he accidentally saves a young princess by landing on her attacker with his swivel chair. With no idea how he got there nor how to get back to his own world, Kon tags along with the princess as part of her honor guard while a militant faction of the princess's own country seeks to capture her before she can complete her arranged marriage.  (Source: Wikipedia)"
"145","Kyou kara Maou!","https://cdn.myanimelist.net/images/anime/11/75544.jpg","TV","78","Finished Airing","2004-04-03","Discotek Media","[95, 20]","Light novel","[10, 1, 2, 4, 31]","25.0","Kyou kara Maou! revolves around Yuri Shibuya, your average Japanese teenager. One day, Yuri sees a classmate being harassed by bullies. Thanks to this intervention, his friend is able to escape, but unfortunately Yuri becomes the new target of the bullies in the process and gets his head shoved into a toilet. But instead of water, the toilet contains a swirling portal that sucks him into another world, largely resembling medieval Europe. There, he is told that he will become the next Demon King due to his black hair and black eyes, traits only possessed by the demon's royal lineage.  Yuri's arrival is met with some skepticism by some of the demons, who view him as unworthy to be their king. However, after Yuri wins a duel by utilizing his magical powers, the demons slowly begin to acknowledge him as their monarch. Yuri must now learn what it takes be a true Demon King, as he tries to keep the peace between demons and humans in this strange new realm."
"146","Kami-tachi ni Hirowareta Otoko 2nd Season","https://cdn.myanimelist.net/images/anime/1521/131469.jpg","TV","12","Finished Airing","2023-01-09","None found","[29, 193, 14, 176, 84, 85, 136, 47, 195, 25, 210, 183, 219, 166]","Light novel","[2, 41, 4, 12]","23.0","Since reincarnating into a new world, Ryouma Takebayashi has used his god-given graces to tame countless slimes and employ them to improve the lives of everyone around him. With the astonishing success of his laundry shop, Bamboo Forest, he is finally ready to take on new frontiers and open a branch in the neighboring city of Lenaf. Abiding by his promise with his dearest friend, Eliaria Jamil, Ryouma makes every day count, whether learning new techniques, forming connections, or even discovering more species of slime.  [Written by MAL Rewrite]"
"147","Dog Days'","https://cdn.myanimelist.net/images/anime/9/42105.jpg","TV","13","Finished Airing","2012-07-07","None found","[92, 23, 209]","Original","[13, 10, 2, 4]","23.0","Cinque returns to the land of Flonyard in Dog Days' to resume his duties as the hero of the Biscotti Republic and it's as though he never left!  The difference this time is that he's brought two friends with him who become heroes in their own right: childhood best friend Rebecca Anderson, who becomes the hero for the Principality of Pastillage at the urging of their leader Princess Couvert Eschenbach Pastillage, and his cousin Nanami Takatsuki, who becomes the hero for the Galette Lion Dominion.  As with the first season though, with so many secrets to be uncovered and mysteries to be solved, will there even be time for the athletic events that these three hyper and athletic teenagers love to participate in so much?"
"148","Date A Bullet: Dead or Bullet","https://cdn.myanimelist.net/images/anime/1984/108425.jpg","Movie","1","Finished Airing","2020-08-14","None found","[13, 256]","Light novel","[13, 28, 4]","24.0","Soon after falling into another world, Kurumi Tokisaki takes interest in a particular white cat. Much to Kurumi's disappointment, the two part ways.  Kurumi later meets Hibiki Higoromo, a white haired quasi-spirit. Hibiki explains that they are at the center of a killing game between quasi-spirits. Within the Neighboring World, the spirits compete for a single wish to be granted to the lone survivor of the death-match.  Understanding the rules of the game, Kurumi and Hibiki reach a compromise—a temporary alliance.  [Written by MAL Rewrite]"
"149","Saihate no Paladin: Tetsusabi no Yama no Ou","https://cdn.myanimelist.net/images/anime/1031/138515.jpg","TV","12","Finished Airing","2023-10-07","None found","[134, 78, 157, 68, 257, 258]","Light novel","[13, 10, 2, 4, 12]","23.0","Second season of Saihate no Paladin."
"150","Level 1 dakedo Unique Skill de Saikyou desu","https://cdn.myanimelist.net/images/anime/1579/136295.jpg","TV","12","Finished Airing","2023-07-08","None found","[34, 47, 195, 25, 259, 72, 166]","Light novel","[2, 20, 4, 12]","23.0","As a corporate slave, Ryouta Satou experiences the worst forms of stress, overwork, and loneliness. Even after he is hospitalized due to exhaustion, his days of toil only become worse. Soon enough, the sheer fatigue catches up to him and kills him in his sleep. However, Ryouta is given a second chance at life: he wakes up in another world as a slime drop—much to the surprise of Emily Brown, the petite blonde girl who defeated said slime.  Acquainting himself with the rules of this RPG-like world, Ryouta finds out that he will never grow past level 1. However, he also discovers that one of his skills is at the maximum level: the skill which determines the rarity of monster drops. This allows him to acquire not only items of the best quality, but also some that are unheard of.  Ryouta sets out to make the most of his ability—meeting new friends, grinding through dungeons, and acquiring unique items along the way. Reveling in his new life seems to be the long-awaited and much-deserved reward for all the tribulations he had suffered.  [Written by MAL Rewrite]"
"151","Zero no Tsukaima: Princesses no Rondo - Yuuwaku no Sunahama","https://cdn.myanimelist.net/images/anime/6/12370.jpg","Special","1","Finished Airing","2008-12-25","Sentai Filmworks","[53]","Light novel","[1, 2, 3, 20, 4]","23.0","DVD beach episode of Zero no Tsukaima: Princesses no Rondo. Also known as episode #6.5."
"152","Shin Shinka no Mi: Shiranai Uchi ni Kachigumi Jinsei","https://cdn.myanimelist.net/images/anime/1862/128297.jpg","TV","12","Finished Airing","2023-01-14","None found","[6, 260, 14, 22, 78, 207, 157, 189, 203]","Light novel","[10, 2, 19, 20, 4]","23.0","Thanks to the Fruit of Evolution, Seiichi Hiiragi's amazing new life in another world allows him to meet dependable allies and create formidable spells. His abilities catch the attention of Barnabus Ablitt, the principal of the Barbador Academy of Magic, who invites Seiichi to become a teacher at the institution. Coincidentally, Seiichi's classmates from Earth are enrolled there, which will lead to an awkward reunion if he is to meet them.  Behind the scenes, however, an enigmatic cult called The Great Devil Order devises a sinister scheme to resurrect their deity and sacrifice the students of Barbador to hasten the process. As Seiichi's power is second to none, it is up to him to protect not only his friends but also the entire world from the looming darkness.  [Written by MAL Rewrite]"
"153","Isekai Shokudou 2","https://cdn.myanimelist.net/images/anime/1777/117885.jpg","TV","12","Finished Airing","2021-10-02","Crunchyroll","[6, 261, 262, 4, 14, 76, 112, 147, 263, 161, 257]","Light novel","[2, 40, 41, 4, 16]","23.0","The Western Restaurant Nekoya is adored by its local Japanese clientele. The eatery's continued success can be attributed to its tasty western and Japanese dishes, as well as its cheerful head chef, ""Master"" Tenshu. In Japan, the restaurant appears to be closed on Saturdays, but in actuality, it is the one day that Nekoya transcends to the Other World and opens its doors to guests seeking foreign cuisine. From castles to forests, the ""Restaurant to Another World""—as its patrons call it—travels far and wide.  Nekoya's diverse and bizarre clientele can expect to be greeted by one of two devoted waitresses—the courteous demon waitress Aletta, or the enigmatic and elven Kuro. As customers, both old and new, pile into the establishment with stories of their respective lands, Master and his staff ensure that everyone is in for a scrumptious adventure of a lifetime.  [Written by MAL Rewrite]"
"154","Isekai One Turn Kill Neesan: Ane Douhan no Isekai Seikatsu Hajimemashita","https://cdn.myanimelist.net/images/anime/1250/135256.jpg","TV","12","Finished Airing","2023-04-08","None found","[14, 176, 136, 47, 264, 265]","Manga","[1, 2, 4, 26]","23.0","While saving a child from harm, otaku Asahi Ikusaba is transported to another world and believes he has reincarnated with cheat skills similar to those of the characters from his favorite games and novels. Unfortunately, reality strikes when an encounter with a powerful monster shows that he is still nothing more than an average person.  In this moment of extreme danger, Asahi instinctively calls out to his overly doting sister, Maya, who appears out of nowhere, possessing the overpowered abilities he thought he had. Maya is ecstatic to see her brother again and resolves to use her newfound powers to protect Asahi no matter what.  Together, the close-knit siblings attempt to find a way back home while enjoying their new lives. However, it soon becomes clear that their arrival in this world may have had a purpose. With the Demon King's overwhelmingly powerful army approaching, no one but Maya seems to be able to stand in its way.  [Written by MAL Rewrite]"
"155","Girls Bravo: Second Season","https://cdn.myanimelist.net/images/anime/1538/133872.jpg","TV","13","Finished Airing","2005-01-27","Funimation, Geneon Entertainment USA","[151, 200, 29, 7, 229, 14, 52, 230, 201]","Manga","[1, 2, 19, 3, 20, 4, 21, 17]","23.0","Small for his age, Yukinari has been bullied and abused by girls all his life. Now in high school, he has developed a rare condition: whenever girls touch him, or even come close, he breaks out in hives. Imagine his surprise, when he is suddenly transported to the city of Seiren on a mystic world invisibly orbiting the Earth, and populated with vast numbers of women and very few men. Fortunately, he has a new friend, Miharu-chan, whose touch inexplicably doesn't affect him.  (Source: ANN)"
"156","Seija Musou: Salaryman, Isekai de Ikinokoru Tame ni Ayumu Michi","https://cdn.myanimelist.net/images/anime/1490/137816.jpg","TV","12","Finished Airing","2023-07-07","None found","[117, 34, 81, 35, 25, 101, 37, 161, 266, 267]","Light novel","[1, 2, 4, 12]","24.0","Right as he is about to earn a promotion, a salaryman meets an untimely demise. Taking pity, a mysterious being grants him a second life in the land of Galdardia as a teenager. Choosing the name Luciel for himself and a role as a healer, the young man sets off for the nearby town of Merratoni. There, he learns that healers are a coveted resource, yet they often take advantage of others for monetary gain. Vowing to be different from other healers, he joins the local branch of the Healers' Guild and begins unlocking his magical potential.  After failing to save someone with his magic, Luciel is determined to get stronger. To improve his physical strength and hone his magic skills, he registers as an adventurer and takes rigorous training under Brod, the chief instructor of the Adventurers' Guild. Soon, Luciel gradually finds his way through Galdardia, gaining a reputation as a selfless healer who aids others regardless of expense.  [Written by MAL Rewrite]"
"157","Abenobashi Mahou☆Shoutengai","https://cdn.myanimelist.net/images/anime/1350/113655.jpg","TV","13","Finished Airing","2002-04-04","ADV Films, Sentai Filmworks","[104, 268, 269, 229, 99, 270, 5]","Original","[37, 1, 2, 3, 4, 11]","24.0","Satoshi ""Sasshi"" Imamiya believes his life is in shambles, as only a 12-year-old can. Having lost his card collection, his childish dilemmas worsen when he learns that his childhood friend, Arumi Asahina, will be moving away.  Suddenly, their issues are dashed aside for the surreal, and they find themselves transported away through bizarre worlds of science fiction, magic, and war. Any attempt to escape only catapults them into another alien land. Soon, the two come to a realization: every world is just a reimagining of their hometown. But there are two unfamiliar faces—the voluptuous Mune-mune and the elusive blue-haired Eutus—and they just might be the key to escaping their predicament.  Abenobashi Mahou☆Shoutengai follows Sasshi and Arumi's comedic exploits as they desperately attempt to return home. However, when the pair unravel a tale spanning generations, they begin to wonder if the cause of their situation is more personal than they thought. Is returning home truly what they desire?  [Written by MAL Rewrite]"
"158","Mondaiji-tachi ga Isekai kara Kuru Sou desu yo?: Onsen Manyuuki","https://cdn.myanimelist.net/images/anime/6/52575.jpg","OVA","1","Finished Airing","2013-07-20","Sentai Filmworks","[77]","Light novel","[1, 2, 3, 4]","23.0","Izayoi, Asuka, and You have been invited to participate in a Gift-Game at a hot spring village to help the small community there find a new water source.  OVA bundled with the eighth volume of the light novel."
"159","Show By Rock!!","https://cdn.myanimelist.net/images/anime/7/73674.jpg","TV","12","Finished Airing","2015-04-05","Funimation","[50, 30, 271, 47, 272, 78, 24, 69, 273]","Game","[1, 2, 4, 49]","24.0","The great music adventure in Show by Rock!! begins after Cyan decides to play her favorite rhythm game and suddenly gets sucked in, finding herself in a world called Midi City where music reigns supreme. She learns that anyone who delivers amazing and powerful music also has the ability to control the city. However, not all music is pure. An evil plan is set in motion to engulf the whole Midi City in darkness. Is it too late for Cyan to do something?  Cyan Hijirikawa always regards herself as nothing but an ordinary girl living in a mediocre world. She has great talent and extreme guitar skills, but she also lacks the confidence to take the first step in realizing her dream to play in a band and be a music millionaire! Little did she know that an eminent power resides deep within herself—the power to defeat evil with her magical music!  Join Cyan, Chuchu, Retoree and Moa in a world where music is everything."
"160","Overlord Movie 1: Fushisha no Ou","https://cdn.myanimelist.net/images/anime/12/87759.jpg","Movie","1","Finished Airing","2017-02-25","None found","[5]","Light novel","[13, 2, 4, 50]","1.0","First Overlord recap film."
"161","Seirei Gensouki 2nd Season","https://cdn.myanimelist.net/images/anime/1443/119231.jpg","TV","0","Not yet aired","null","None found","[]","Light novel","[13, 10, 2, 19, 20, 4, 12]","0.0","Second season of Seirei Gensouki."
"162","Watashi no Oshi wa Akuyaku Reijou.","https://cdn.myanimelist.net/images/anime/1531/137711.jpg","TV","12","Finished Airing","2023-10-03","None found","[84, 99, 100, 274]","Light novel","[1, 2, 44, 4, 21]","24.0","Rei Oohashi is a burned-out office worker by day but otome game heroine Rae Taylor by night. After her long workdays, Rei immerses herself in the world of her favorite dating sim, Revolution, as a student at Bauer Kingdom's prestigious Royal Academy. Instead of focusing on the male love interests, Rei obsesses over the romantic rival: the game's villainess, Claire François. One evening, however, Rei's exhaustion catches up with her and she passes away.  When Rei opens her eyes again, she finds herself reincarnated as Rae and in the presence of her beloved Claire. Given this miraculous opportunity, she wastes no time declaring her love for the golden-haired villainess and her endearing attempts at bullying. Winning Claire's heart is no easy feat, especially as the game persistently throws the three male leads at Rae—but she has no intention of allowing the dating sim logic to come between her and the one she truly loves.  [Written by MAL Rewrite]"
"163","Rougo ni Sonaete Isekai de 8-manmai no Kinka wo Tamemasu","https://cdn.myanimelist.net/images/anime/1890/131473.jpg","TV","12","Finished Airing","2023-01-08","None found","[34, 79, 248]","Light novel","[2, 4]","23.0","Mitsuha Yamano could not have had it worse. After failing to enter her university of choice and losing her entire family in an accident, she finds herself plummeting off a cliff due to an especially fragile guardrail. Through what seems to be the only bit of the fortune left in her life, Mitsuha's firm unwillingness to die allows her to be transported to another world, where she ends up surviving.  In this foreign land, Mitsuha wanders around for days before collapsing from exhaustion and being rescued by a little girl named Colette. Not long after, she finds herself in yet another life-threatening situation, and her indomitable will shines once more, granting her an audience with a divine cosmic being. The entity reveals to Mitsuha that she has acquired not only superhuman regeneration but also the ability to transport between worlds at will.  Armed with this new information, Mitsuha brainstorms ways to utilize her newfound power to its full potential. Realizing that she can take goods from Earth and resell them to the other world at a higher price, she resolves to save up eighty thousand gold coins to be able to retire comfortably.  [Written by MAL Rewrite]"
"164","Overlord: Ple Ple Pleiades","https://cdn.myanimelist.net/images/anime/1849/100694.jpg","Special","8","Finished Airing","2015-09-25","Funimation","[124]","Light novel","[13, 1, 2, 4]","3.0","Specials bundled with the Blu-ray and DVD volumes of Overlord featuring simplified character animations."
"165","Overlord Movie 2: Shikkoku no Eiyuu","https://cdn.myanimelist.net/images/anime/5/87758.jpg","Movie","1","Finished Airing","2017-03-11","None found","[5]","Light novel","[13, 2, 4, 50]","1.0","Second Overlord recap film."
"166","Isekai Quartet Movie: Another World","https://cdn.myanimelist.net/images/anime/1222/122000.jpg","Movie","1","Finished Airing","2022-06-10","None found","[19, 124]","Original","[1, 2, 4, 11]","1.0","The class arrives in another world and they encounter a desolate environment dominated by a rampaging magical automaton."
"167","Drifters (OVA)","https://cdn.myanimelist.net/images/anime/1027/97819.jpg","OVA","2","Finished Airing","2017-12-23","None found","[82]","Manga","[13, 10, 1, 2, 22, 23, 24, 4, 18, 25, 26]","26.0","Despite the Ends’ attack on Verlina being successfully repelled, the war has not yet ended. With the monster armies regrouping, the Black King tightens his grasp on the already conquered territory. New conflicts erupt all across Orte, as its remaining forces struggle to retain control over long-oppressed demi-human races.  While Ends grow more potent each day, Toyohisa Shimazu remains unconscious after heavy injuries suffered during the Battle of Verlina. Facing enemies on every side, humanity’s fate is still on a knife's edge.  [Written by MAL Rewrite]"
"168","Kiba","https://cdn.myanimelist.net/images/anime/1522/114250.jpg","TV","51","Finished Airing","2006-04-02","ADV Films, Sentai Filmworks","[92, 275, 276, 5]","Original","[13, 10, 2, 4]","24.0","In a dystopian future, two friends dream of freedom... and gain more than they bargain for! Hothead Zed is on the run from the authorities, while his brainy pal Noah struggles with his own battered body. Both find a magical world that seems to offer escape and power undreamed of. Join Zed and his powerful, rebellious spirit Amir Gaul on their search for the ultimate power. It's a force that can save the world—or destroy life as we know it. This is the world of KIBA! Where you must harness the power within and fight with all you got!  (Source: RightStuf)"
